"latin","GridReference","StartDate","Year","GRIDREF_1KM_PREC"
"bombus lapidarius","SE058896",2016-07-10,2016,"SE0589"
"bombus hypnorum","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus pascuorum","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-10,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus pascuorum","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lapidarius","SE058896",2016-07-05,2016,"SE0589"
"bombus lapidarius","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lapidarius","SE058896",2016-07-05,2016,"SE0589"
"bombus hypnorum","SE058896",2016-07-05,2016,"SE0589"
"bombus lapidarius","SE058896",2016-07-05,2016,"SE0589"
"bombus hypnorum","SE058896",2016-07-05,2016,"SE0589"
"bombus hypnorum","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus pascuorum","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum sensu lato","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-07-05,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus pascuorum","SE058896",2016-06-30,2016,"SE0589"
"bombus pascuorum","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus pascuorum","SE058896",2016-06-30,2016,"SE0589"
"bombus pratorum","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lapidarius","SE058896",2016-06-30,2016,"SE0589"
"bombus lapidarius","SE058896",2016-06-30,2016,"SE0589"
"bombus hypnorum","SE058896",2016-06-30,2016,"SE0589"
"bombus pascuorum","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus hypnorum","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus pascuorum","SE058896",2016-06-30,2016,"SE0589"
"bombus hypnorum","SE058896",2016-06-30,2016,"SE0589"
"bombus lapidarius","SE058896",2016-06-30,2016,"SE0589"
"bombus hypnorum","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus pratorum","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-30,2016,"SE0589"
"bombus hypnorum","SE058896",2016-06-13,2016,"SE0589"
"bombus terrestris","SE058896",2016-06-13,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-13,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-13,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-13,2016,"SE0589"
"bombus lapidarius","SE058896",2016-06-13,2016,"SE0589"
"bombus pascuorum","SE058896",2016-06-13,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-13,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-13,2016,"SE0589"
"bombus lucorum/terrestris","SE058896",2016-06-13,2016,"SE0589"
"bombus lucorum/terrestris","SE015634",2016-07-15,2016,"SE0163"
"bombus lapidarius","SE015634",2016-07-15,2016,"SE0163"
"bombus pascuorum","SE015634",2016-07-15,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-15,2016,"SE0163"
"bombus pascuorum","SE015634",2016-07-15,2016,"SE0163"
"bombus terrestris","SE015634",2016-07-15,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-15,2016,"SE0163"
"bombus pascuorum","SE015634",2016-07-15,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-15,2016,"SE0163"
"bombus pratorum","NT354694",2016-08-08,2016,"NT3569"
"bombus terrestris","NT354694",2016-08-08,2016,"NT3569"
"bombus pascuorum","NT354694",2016-08-08,2016,"NT3569"
"bombus lapidarius","NT354694",2016-08-08,2016,"NT3569"
"bombus pratorum","NT354694",2016-08-08,2016,"NT3569"
"bombus pratorum","NT354694",2016-08-08,2016,"NT3569"
"bombus pascuorum","NT354694",2016-08-08,2016,"NT3569"
"bombus pascuorum","NT354694",2016-08-08,2016,"NT3569"
"bombus pascuorum","NT354694",2016-08-08,2016,"NT3569"
"bombus pascuorum","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus pascuorum","SE015634",2016-06-30,2016,"SE0163"
"bombus terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus lapidarius","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-30,2016,"SE0163"
"bombus hypnorum","SE015634",2016-06-30,2016,"SE0163"
"bombus terrestris","SE015634",2016-06-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-13,2016,"SE0163"
"bombus terrestris","SE015634",2016-06-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-13,2016,"SE0163"
"bombus pascuorum","SE015634",2016-07-13,2016,"SE0163"
"bombus terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lapidarius","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lapidarius","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lapidarius","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus terrestris","SE015634",2016-07-13,2016,"SE0163"
"bombus pascuorum","SE015634",2016-07-13,2016,"SE0163"
"bombus lapidarius","SE015634",2016-07-13,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-21,2016,"SE0163"
"bombus pascuorum","SE015634",2016-06-21,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-21,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-21,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-21,2016,"SE0163"
"bombus lapidarius","SE015634",2016-06-21,2016,"SE0163"
"bombus monticola","SE015634",2016-06-21,2016,"SE0163"
"bombus lapidarius","SE015634",2016-06-21,2016,"SE0163"
"bombus pascuorum","SE015634",2016-06-21,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-21,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-21,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-21,2016,"SE0163"
"bombus pascuorum","SE015634",2016-06-21,2016,"SE0163"
"bombus lapidarius","SE015634",2016-06-21,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-16,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-16,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-16,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-16,2016,"SE0163"
"bombus pascuorum","SE015634",2016-06-16,2016,"SE0163"
"bombus lapidarius","SE015634",2016-06-16,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-16,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-16,2016,"SE0163"
"bombus lucorum/terrestris","SE015634",2016-06-16,2016,"SE0163"
"bombus hortorum","SD947903",2016-06-09,2016,"SD9490"
"bombus hortorum","SD947903",2016-06-09,2016,"SD9490"
"bombus lucorum sensu lato","SD947903",2016-06-09,2016,"SD9490"
"bombus hortorum","SD947903",2016-06-09,2016,"SD9490"
"bombus lapidarius","SD947903",2016-06-09,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-09,2016,"SD9490"
"bombus pratorum","SD736553",2016-07-18,2016,"SD7355"
"bombus lucorum sensu lato","SD736553",2016-07-18,2016,"SD7355"
"bombus terrestris","SD736553",2016-07-18,2016,"SD7355"
"bombus pascuorum","SD736553",2016-07-18,2016,"SD7355"
"bombus pascuorum","SD736553",2016-07-18,2016,"SD7355"
"bombus pascuorum","SD736553",2016-07-18,2016,"SD7355"
"bombus lucorum/terrestris","SD736553",2016-07-10,2016,"SD7355"
"bombus pratorum","SD736553",2016-07-10,2016,"SD7355"
"bombus pascuorum","SD736553",2016-07-10,2016,"SD7355"
"bombus lucorum/terrestris","SD736553",2016-07-10,2016,"SD7355"
"bombus lucorum/terrestris","SD736553",2016-07-10,2016,"SD7355"
"bombus hortorum","SD736553",2016-07-10,2016,"SD7355"
"bombus pascuorum","SD736553",2016-06-26,2016,"SD7355"
"bombus lucorum sensu lato","SD736553",2016-06-26,2016,"SD7355"
"bombus terrestris","SD736553",2016-06-26,2016,"SD7355"
"bombus pascuorum","SD736553",2016-06-26,2016,"SD7355"
"bombus hortorum","SD736553",2016-06-26,2016,"SD7355"
"bombus pratorum","SD736553",2016-06-26,2016,"SD7355"
"bombus pratorum","SD736553",2016-06-18,2016,"SD7355"
"bombus lucorum/terrestris","SD736553",2016-06-18,2016,"SD7355"
"bombus lucorum/terrestris","SD736553",2016-06-18,2016,"SD7355"
"bombus lucorum/terrestris","SD736553",2016-06-18,2016,"SD7355"
"bombus lucorum/terrestris","SD736553",2016-06-18,2016,"SD7355"
"bombus pascuorum","SD736553",2016-06-18,2016,"SD7355"
"bombus lucorum/terrestris","SD746865",2016-07-13,2016,"SD7486"
"bombus pascuorum","SD746865",2016-07-13,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-13,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-13,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-13,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-14,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-14,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-14,2016,"SD7486"
"bombus pascuorum","SD746865",2016-07-14,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-14,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-14,2016,"SD7486"
"bombus pascuorum","SD746865",2016-07-14,2016,"SD7486"
"bombus lapidarius","SD746865",2016-07-14,2016,"SD7486"
"bombus lapidarius","SD746865",2016-07-14,2016,"SD7486"
"bombus pascuorum","SD746865",2016-07-14,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-14,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-14,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-14,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-26,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-26,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-26,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-26,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-26,2016,"SD7486"
"bombus lapidarius","SD746865",2016-07-26,2016,"SD7486"
"bombus lapidarius","SD746865",2016-07-26,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-26,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-26,2016,"SD7486"
"bombus hortorum","SD746865",2016-07-26,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-07-26,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-24,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-24,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-24,2016,"SD7486"
"bombus lapidarius","SD746865",2016-06-24,2016,"SD7486"
"bombus pascuorum","SD746865",2016-06-24,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-24,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-24,2016,"SD7486"
"bombus pascuorum","SD746865",2016-06-24,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-24,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-24,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-18,2016,"SD7486"
"bombus pascuorum","SD746865",2016-06-18,2016,"SD7486"
"bombus hypnorum","SD746865",2016-06-18,2016,"SD7486"
"bombus lucorum sensu lato","SD746865",2016-06-18,2016,"SD7486"
"bombus pascuorum","SD746865",2016-06-18,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-18,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-18,2016,"SD7486"
"bombus pascuorum","SD746865",2016-06-18,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-18,2016,"SD7486"
"bombus pascuorum","SD746865",2016-06-18,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-18,2016,"SD7486"
"bombus terrestris","SD746865",2016-06-12,2016,"SD7486"
"bombus pascuorum","SD746865",2016-06-12,2016,"SD7486"
"bombus lucorum sensu lato","SD746865",2016-06-12,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-12,2016,"SD7486"
"bombus pascuorum","SD746865",2016-06-12,2016,"SD7486"
"bombus hortorum","SD746865",2016-06-12,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-12,2016,"SD7486"
"bombus pascuorum","SD746865",2016-06-12,2016,"SD7486"
"bombus lucorum/terrestris","SD746865",2016-06-12,2016,"SD7486"
"bombus lucorum sensu lato","SD746865",2016-06-12,2016,"SD7486"
"bombus terrestris","SD746865",2016-06-12,2016,"SD7486"
"apis mellifera","SJ487589",2016-08-09,2016,"SJ4858"
"bombus hypnorum","SJ487589",2016-08-09,2016,"SJ4858"
"bombus lapidarius","SJ487589",2016-08-09,2016,"SJ4858"
"bombus pratorum","SJ487589",2016-08-09,2016,"SJ4858"
"bombus pascuorum","SJ487589",2016-08-09,2016,"SJ4858"
"bombus lucorum sensu lato","SJ487589",2016-08-09,2016,"SJ4858"
"bombus terrestris","SJ487589",2016-08-09,2016,"SJ4858"
"bombus lucorum sensu lato","NS373597",2016-07-28,2016,"NS3759"
"bombus lapidarius","NS373597",2016-07-28,2016,"NS3759"
"bombus terrestris","NS373597",2016-07-28,2016,"NS3759"
"bombus pascuorum","NS373597",2016-07-28,2016,"NS3759"
"bombus lapidarius","NS373597",2016-07-28,2016,"NS3759"
"bombus pascuorum","NS373597",2016-07-28,2016,"NS3759"
"bombus terrestris","NS373597",2016-07-28,2016,"NS3759"
"bombus lucorum sensu lato","NS373597",2016-07-28,2016,"NS3759"
"bombus pascuorum","NS373597",2016-07-28,2016,"NS3759"
"bombus terrestris","NS373597",2016-07-28,2016,"NS3759"
"bombus pascuorum","SD947903",2016-07-12,2016,"SD9490"
"bombus lucorum sensu lato","SD947903",2016-07-12,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-07-12,2016,"SD9490"
"bombus hypnorum","SD947903",2016-07-12,2016,"SD9490"
"bombus hortorum","SD947903",2016-07-12,2016,"SD9490"
"bombus terrestris","SD947903",2016-07-12,2016,"SD9490"
"bombus lapidarius","SD947903",2016-07-12,2016,"SD9490"
"bombus lucorum sensu lato","SD947903",2016-07-12,2016,"SD9490"
"bombus terrestris","SD947903",2016-07-12,2016,"SD9490"
"bombus pascuorum","SD947903",2016-07-12,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-07-06,2016,"SD9490"
"bombus lucorum sensu lato","SD947903",2016-07-06,2016,"SD9490"
"bombus terrestris","SD947903",2016-07-06,2016,"SD9490"
"bombus hortorum","SD947903",2016-07-06,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-07-06,2016,"SD9490"
"bombus hypnorum","SD947903",2016-07-06,2016,"SD9490"
"bombus lucorum sensu lato","SD947903",2016-07-06,2016,"SD9490"
"bombus pascuorum","SD947903",2016-07-06,2016,"SD9490"
"bombus hypnorum","SD947903",2016-07-06,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-07-06,2016,"SD9490"
"bombus pascuorum","SD947903",2016-07-06,2016,"SD9490"
"bombus terrestris","SU748586",2016-08-05,2016,"SU7458"
"bombus terrestris","SU748586",2016-08-05,2016,"SU7458"
"bombus jonellus","SU748586",2016-08-05,2016,"SU7458"
"bombus vestalis","SU748586",2016-08-05,2016,"SU7458"
"bombus jonellus","SU748586",2016-08-05,2016,"SU7458"
"bombus terrestris","SU748586",2016-08-05,2016,"SU7458"
"bombus jonellus","SU748586",2016-08-05,2016,"SU7458"
"bombus pratorum","SU748586",2016-08-05,2016,"SU7458"
"bombus bohemicus","SU748586",2016-08-05,2016,"SU7458"
"bombus jonellus","SU748586",2016-08-05,2016,"SU7458"
"bombus pratorum","SU748586",2016-08-05,2016,"SU7458"
"bombus lucorum/terrestris","SU748586",2016-08-05,2016,"SU7458"
"bombus lucorum/terrestris","SU748586",2016-08-05,2016,"SU7458"
"bombus hypnorum","SU748586",2016-08-05,2016,"SU7458"
"bombus lucorum/terrestris","SU748586",2016-08-05,2016,"SU7458"
"bombus hypnorum","SU748586",2016-08-05,2016,"SU7458"
"bombus lucorum/terrestris","SU748586",2016-08-05,2016,"SU7458"
"bombus hypnorum","SU748586",2016-08-05,2016,"SU7458"
"bombus lucorum/terrestris","SU748586",2016-08-05,2016,"SU7458"
"bombus lucorum/terrestris","SU748586",2016-08-05,2016,"SU7458"
"bombus lucorum/terrestris","SU748586",2016-08-05,2016,"SU7458"
"bombus lapidarius","SU748586",2016-08-05,2016,"SU7458"
"bombus lapidarius","SU748586",2016-08-05,2016,"SU7458"
"bombus lapidarius","SU748586",2016-08-05,2016,"SU7458"
"bombus lapidarius","SU748586",2016-08-05,2016,"SU7458"
"bombus terrestris","SD947903",2016-07-02,2016,"SD9490"
"bombus hortorum","SD947903",2016-07-02,2016,"SD9490"
"bombus lucorum sensu lato","SD947903",2016-07-02,2016,"SD9490"
"bombus hypnorum","SD947903",2016-07-02,2016,"SD9490"
"bombus hypnorum","SD947903",2016-07-02,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-07-02,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-07-02,2016,"SD9490"
"bombus hypnorum","SD947903",2016-07-02,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-07-02,2016,"SD9490"
"bombus pascuorum","SD947903",2016-07-02,2016,"SD9490"
"bombus hortorum","SD947903",2016-07-02,2016,"SD9490"
"bombus lucorum sensu lato","SM956236",2016-08-09,2016,"SM9523"
"bombus pascuorum","SM956236",2016-08-09,2016,"SM9523"
"bombus lucorum sensu lato","SM956236",2016-08-09,2016,"SM9523"
"bombus lapidarius","SM956236",2016-08-09,2016,"SM9523"
"bombus lapidarius","SM956236",2016-08-09,2016,"SM9523"
"bombus lapidarius","SM956236",2016-08-09,2016,"SM9523"
"bombus lucorum sensu lato","SM956236",2016-08-09,2016,"SM9523"
"bombus lucorum sensu lato","SM956236",2016-08-09,2016,"SM9523"
"bombus pascuorum","SM956236",2016-08-09,2016,"SM9523"
"bombus lapidarius","SM956236",2016-08-09,2016,"SM9523"
"bombus lapidarius","SM956236",2016-08-09,2016,"SM9523"
"bombus terrestris","SM956236",2016-08-09,2016,"SM9523"
"bombus lapidarius","SD947903",2016-06-25,2016,"SD9490"
"bombus hortorum","SD947903",2016-06-25,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-25,2016,"SD9490"
"bombus terrestris","SD947903",2016-06-25,2016,"SD9490"
"bombus lucorum sensu lato","SD947903",2016-06-25,2016,"SD9490"
"bombus pascuorum","SD947903",2016-06-25,2016,"SD9490"
"bombus lapidarius","SD947903",2016-06-25,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-25,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-25,2016,"SD9490"
"bombus lapidarius","SD947903",2016-06-25,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-25,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-25,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-25,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-25,2016,"SD9490"
"bombus lucorum sensu lato","SD947903",2016-06-21,2016,"SD9490"
"bombus lapidarius","SD947903",2016-06-21,2016,"SD9490"
"bombus pascuorum","SD947903",2016-06-21,2016,"SD9490"
"bombus lapidarius","SD947903",2016-06-21,2016,"SD9490"
"bombus lapidarius","SD947903",2016-06-21,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-21,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-21,2016,"SD9490"
"bombus pascuorum","SD947903",2016-06-21,2016,"SD9490"
"bombus pascuorum","SD947903",2016-06-21,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-21,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-21,2016,"SD9490"
"bombus lapidarius","SD947903",2016-06-21,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-21,2016,"SD9490"
"bombus lucorum/terrestris","SD947903",2016-06-21,2016,"SD9490"
"bombus lucorum sensu lato","SD909787",2016-07-22,2016,"SD9078"
"bombus lucorum/terrestris","SD909787",2016-07-22,2016,"SD9078"
"bombus pascuorum","SD909787",2016-07-22,2016,"SD9078"
"bombus lucorum/terrestris","SD909787",2016-07-22,2016,"SD9078"
"bombus pascuorum","SD909787",2016-07-22,2016,"SD9078"
"bombus lucorum/terrestris","SD909787",2016-07-22,2016,"SD9078"
"bombus pascuorum","SD909787",2016-07-22,2016,"SD9078"
"bombus pascuorum","SD909787",2016-07-22,2016,"SD9078"
"bombus lucorum sensu lato","TQ263418",2016-07-28,2016,"TQ2641"
"bombus lapidarius","TQ263418",2016-07-28,2016,"TQ2641"
"bombus pratorum","TQ263418",2016-07-28,2016,"TQ2641"
"bombus terrestris","TQ263418",2016-07-28,2016,"TQ2641"
"bombus pascuorum","TQ263418",2016-07-28,2016,"TQ2641"
"bombus lucorum/terrestris","TQ263418",2016-07-28,2016,"TQ2641"
"bombus terrestris","TQ263418",2016-07-28,2016,"TQ2641"
"bombus vestalis","TQ263418",2016-07-28,2016,"TQ2641"
"bombus pascuorum","TQ263418",2016-07-28,2016,"TQ2641"
"bombus lucorum/terrestris","TQ263418",2016-07-28,2016,"TQ2641"
"bombus hortorum","TQ263418",2016-07-28,2016,"TQ2641"
"bombus lapidarius","TQ263418",2016-07-28,2016,"TQ2641"
"bombus terrestris","TQ263418",2016-07-28,2016,"TQ2641"
"bombus lucorum/terrestris","TQ263418",2016-07-28,2016,"TQ2641"
"bombus pascuorum","TQ263418",2016-07-28,2016,"TQ2641"
"bombus lucorum sensu lato","TQ263418",2016-07-28,2016,"TQ2641"
"bombus lucorum/terrestris","TQ263418",2016-07-28,2016,"TQ2641"
"bombus lucorum/terrestris","SD909787",2016-07-04,2016,"SD9078"
"bombus pratorum","SD909787",2016-07-04,2016,"SD9078"
"bombus pratorum","SD909787",2016-07-04,2016,"SD9078"
"bombus lucorum/terrestris","SD909787",2016-07-04,2016,"SD9078"
"bombus lucorum/terrestris","SD909787",2016-07-04,2016,"SD9078"
"bombus lucorum/terrestris","SD909787",2016-07-04,2016,"SD9078"
"bombus pascuorum","SD909787",2016-07-04,2016,"SD9078"
